iter	MultiClass
425	0.7010545954
426	0.6996950583
427	0.6985223911
428	0.6971130938
429	0.6957830698
430	0.6941934931
431	0.6929300101
432	0.6915937213
433	0.6904033492
434	0.6889882635
435	0.6876220567
436	0.6861375354
437	0.6848085348
438	0.6835568252
439	0.6823985207
440	0.6812043352
441	0.6798564236
442	0.6783804427
443	0.6770490854
444	0.6756843088
445	0.6737971226
446	0.6724337178
447	0.6711653697
448	0.6700251402
449	0.6688843751
450	0.6675395489
451	0.6661837126
452	0.6649036108
453	0.6635180367
454	0.6622066852
455	0.660929932
456	0.6596167826
457	0.6583871843
458	0.6572284347
459	0.6557866664
460	0.6544550119
461	0.6532999631
462	0.6522930745
463	0.6511578674
464	0.6500030856
465	0.6487084809
466	0.6475583116
467	0.6462893586
468	0.6452473207
469	0.6441887641
470	0.6429866533
471	0.6417753779
472	0.6405564982
473	0.6392795498
474	0.6380158604
475	0.636753613
476	0.6354064771
477	0.6342289246
478	0.6331402974
479	0.632043798
480	0.6309002332
481	0.6297925704
482	0.6284673366
483	0.6274493361
484	0.6262506401
485	0.6252302889
486	0.6241812135
487	0.6231870746
488	0.6222211328
489	0.621170923
490	0.6201290315
491	0.6190593214
492	0.617986903
493	0.6168906018
494	0.6158298998
495	0.6148097862
496	0.6136414031
497	0.612600461
498	0.6115295668
499	0.6105406436
500	0.6092410541
501	0.6081964435
502	0.6070692586
503	0.6059962833
504	0.605162743
505	0.6041774596
506	0.6031224138
507	0.6020723147
508	0.6010033284
509	0.5998265563
510	0.5987446087
511	0.5974773281
512	0.5963136914
513	0.5952481649
514	0.594165626
515	0.5932337802
516	0.5922288143
517	0.5911665501
518	0.5902112712
519	0.5889168007
520	0.5878364435
521	0.5868839812
522	0.5858778744
523	0.5849869715
524	0.5840224223
525	0.5830988591
526	0.5820203225
527	0.5810863197
528	0.5800914072
529	0.5790986795
530	0.5781285864
531	0.5769192597
532	0.5757896975
533	0.5748957173
534	0.5737767306
535	0.5729092049
536	0.5719760379
537	0.5708800704
538	0.5697546846
539	0.5689622392
540	0.5679079784
541	0.5668531798
542	0.5659088061
543	0.5649146015
544	0.5640729621
545	0.5632688553
546	0.5623888084
547	0.5613626401
548	0.5603794081
549	0.5594739954
550	0.5583511752
551	0.5574367071
552	0.5568708596
553	0.5558223314
554	0.5547581626
555	0.5537310683
556	0.5529749751
557	0.5519599727
558	0.5510108216
559	0.5501057659
560	0.5492315667
561	0.5483935951
562	0.5473354607
563	0.5462846709
564	0.5454318321
565	0.544583425
566	0.5438117936
567	0.5428686147
568	0.5419807877
569	0.5411547446
570	0.5403344729
571	0.5394128462
572	0.5385332769
573	0.5375828
574	0.5366673958
575	0.5356962236
576	0.5347153051
577	0.5338884595
578	0.5329732184
579	0.5321683183
580	0.5312376475
581	0.530475973
582	0.5294305902
583	0.5286051058
584	0.5277295843
585	0.5268145737
586	0.5259058923
587	0.5248981063
588	0.5239937312
589	0.5231140155
590	0.5223307072
591	0.5214424823
592	0.5207028513
593	0.51989331
594	0.5189399874
595	0.5180419209
596	0.5172356064
597	0.5164560089
598	0.5154286911
599	0.5145477551
600	0.5136694426
601	0.5128204622
602	0.5118060524
603	0.5109349029
604	0.5100817446
605	0.5092861501
606	0.5083739377
607	0.5076078843
608	0.50673841
609	0.5058911053
610	0.5050125732
611	0.5043025095
612	0.5034018081
613	0.5026536855
614	0.5019438459
615	0.5011046587
616	0.5003468155
617	0.4995725786
618	0.4988189432
619	0.4979259414
620	0.4971689718
621	0.4963674634
622	0.4955572826
623	0.4947575662
624	0.4940179768
625	0.4932494967
626	0.4923429736
627	0.4914250714
628	0.4906331904
629	0.4898946563
630	0.4891639332
631	0.4883864547
632	0.4874362249
633	0.4865869948
634	0.4856374407
635	0.4848690683
636	0.4842440811
637	0.4834631802
638	0.482694851
639	0.4817970917
640	0.4811038327
641	0.4803091646
642	0.4795688781
643	0.4788882549
644	0.4781217542
645	0.4771867203
646	0.4763749613
647	0.4754549234
648	0.4746880245
649	0.4739077523
650	0.4732351126
651	0.4723561284
652	0.4716978258
653	0.4709665845
654	0.4702149128
655	0.4694979161
656	0.4687869044
657	0.4680162045
658	0.4673438637
659	0.4666584398
660	0.4659128323
661	0.4652303815
662	0.4645913348
663	0.4639178333
664	0.4631968226
665	0.4625627507
666	0.4618889401
667	0.4611246503
668	0.4603467932
669	0.4596540281
670	0.4590320648
671	0.4583982968
672	0.4577016841
673	0.4570508195
674	0.4563738821
675	0.4557304563
676	0.4549799694
677	0.4544351118
678	0.4537436246
679	0.4531452125
680	0.4524915625
681	0.4517472856
682	0.4511197473
683	0.4504767826
684	0.4498105084
685	0.4490443052
686	0.4483472098
687	0.4477208615
688	0.4470863734
689	0.4464233507
690	0.4457652443
691	0.4452491371
692	0.444591737
693	0.4439405672
694	0.4433459979
695	0.4426570463
696	0.4419369629
697	0.4412112628
698	0.4405245765
699	0.4398296629
700	0.4392590033
701	0.4386025341
702	0.4379134545
703	0.4373244053
704	0.4365269471
705	0.435994713
706	0.435306133
707	0.4347057879
708	0.4340167893
709	0.4334817753
710	0.4326961602
711	0.4320977616
712	0.4314893906
713	0.4308968009
714	0.4301360061
715	0.4294806594
716	0.4288642642
717	0.4282056917
718	0.42761391
719	0.4269735203
720	0.4263404813
721	0.4256324039
722	0.424887848
723	0.4242146724
724	0.4235116969
725	0.4228616416
726	0.4222423746
727	0.421628676
728	0.4209013541
729	0.4203145602
730	0.4198136111
731	0.4192204958
732	0.4185794057
733	0.417864056
734	0.4172947323
735	0.4166701961
736	0.416152518
737	0.4154952938
738	0.4148686113
739	0.4142580328
740	0.4136729583
741	0.413112325
742	0.4125241644
743	0.4118521847
744	0.4112702976
745	0.4107025002
746	0.4101334451
747	0.4095252961
748	0.4090045342
749	0.40839971
750	0.4078652657
751	0.4073480816
752	0.4067524685
753	0.4062516502
754	0.4056673974
755	0.4051243126
756	0.4045309184
757	0.4039154472
758	0.4033305525
759	0.4028304203
760	0.402211636
761	0.4016533415
762	0.4010617616
763	0.4003397504
764	0.3996792922
765	0.3990660405
766	0.3985645584
767	0.3980113182
768	0.3974686386
769	0.3969485179
770	0.3963743166
771	0.3958354018
772	0.3953246464
773	0.3947439755
774	0.3942088274
775	0.3935203674
776	0.392923013
777	0.3922489555
778	0.3917687652
779	0.3912378101
780	0.3906816607
781	0.3901213183
782	0.3895997931
783	0.3889984848
784	0.3883822513
785	0.3879133444
786	0.3873189188
787	0.3867504807
788	0.3861871188
789	0.3856239054
790	0.385059126
791	0.3844868722
792	0.3839754436
793	0.3834689163
794	0.3830072803
795	0.3824122849
796	0.3819115428
797	0.3814412808
798	0.3809722814
799	0.3804738159
800	0.380007209
801	0.3796411308
802	0.3790645923
803	0.3786081437
804	0.3780926066
805	0.3775928015
806	0.377072317
807	0.3765524924
808	0.3760662848
809	0.3756115664
810	0.3750552506
811	0.3745724888
812	0.3739171277
813	0.373424434
814	0.3729559803
815	0.3724458396
816	0.3719024232
817	0.3715049374
818	0.3709345586
819	0.3703984368
820	0.369893972
821	0.3693788426
822	0.3689030758
823	0.3684496037
824	0.3679281123
825	0.3674769577
826	0.366947394
827	0.3664960099
828	0.3658650351
829	0.3651721442
830	0.3646603114
831	0.3642386694
832	0.3637553632
833	0.3632366698
834	0.3627184383
835	0.36227686
836	0.3617281666
837	0.3611543321
838	0.3606024579
839	0.360034612
840	0.3595805152
841	0.3591225515
842	0.3587145153
843	0.3582183306
844	0.3577245906
845	0.357235768
846	0.3567345236
847	0.3561956828
848	0.3557619193
849	0.3553307365
850	0.3548279342
851	0.3543967816
852	0.3539607604
853	0.3535492324
854	0.353085295
855	0.3526268913
856	0.3521522777
857	0.3517001699
858	0.3512673998
859	0.3508088051
860	0.3503488279
861	0.3498000827
862	0.3493297098
863	0.3488778707
864	0.3484985031
865	0.3480605611
866	0.347594465
867	0.3471526565
868	0.346644111
869	0.3462142081
870	0.3458086393
871	0.3453613989
872	0.3448962893
873	0.3444010291
874	0.3440044586
875	0.3435800394
876	0.3431321651
877	0.3427332012
878	0.3423755676
879	0.3419676107
880	0.3415139676
881	0.341073799
882	0.3406623531
883	0.3402221852
884	0.3397727708
885	0.3393891976
886	0.3389369087
887	0.3384802531
888	0.338074376
889	0.3376852529
890	0.3371946939
891	0.3367862355
892	0.3363727539
893	0.3360096508
894	0.3355899231
895	0.3350901339
896	0.3346551913
897	0.3342478676
898	0.3338523224
899	0.3334431772
900	0.33302934
901	0.33258939
902	0.3321604934
903	0.3317503986
904	0.3313125162
905	0.3309166106
906	0.3305024609
907	0.3301632485
908	0.3297408489
909	0.3293257318
910	0.3289260887
911	0.3285536938
912	0.3281583281
913	0.32778901
914	0.327407664
915	0.3269895635
916	0.3265659877
917	0.3261583174
918	0.325758346
919	0.325340778
920	0.3249982055
921	0.3245917011
922	0.3242403295
923	0.3237928426
924	0.3234212608
925	0.3230453643
926	0.3226256894
927	0.3222162979
928	0.3218102154
929	0.3213990143
930	0.3210115683
931	0.3206404955
932	0.3202506021
933	0.3198723855
934	0.3194682502
935	0.3190147322
936	0.3185738142
937	0.3182189941
938	0.3178400155
939	0.3174606128
940	0.3171130278
941	0.3167078289
942	0.3163793099
943	0.3159032879
944	0.3155373249
945	0.3151650176
946	0.3147012066
947	0.3143644229
948	0.3140340583
949	0.3136418764
950	0.3131749174
951	0.3127943836
952	0.3124660357
953	0.3120713968
954	0.3117165193
955	0.3113429332
956	0.3109276667
957	0.3105862458
958	0.3102048367
959	0.3099720652
960	0.3096398596
961	0.3093032766
962	0.3089905511
963	0.3086279639
964	0.3082788833
965	0.3079070494
966	0.3075784107
967	0.3072610061
968	0.3069032607
969	0.3065095585
970	0.3061887395
971	0.3058780326
972	0.3055422571
973	0.3052282366
974	0.3048715684
975	0.3045370802
976	0.3041758848
977	0.3038351242
978	0.3035294551
979	0.3031033423
980	0.3027662138
981	0.3024084137
982	0.3020452255
983	0.301767438
984	0.3013973031
985	0.3010485693
986	0.3007113442
987	0.3003549966
988	0.300023475
989	0.2996734601
990	0.2993623339
991	0.2989961624
992	0.2986736987
993	0.2982950201
994	0.2979723943
995	0.2976233848
996	0.2972791842
997	0.2969249705
998	0.2965548121
999	0.2961949387
1000	0.2958528662
1001	0.2955211375
1002	0.2951576809
1003	0.2947626737
1004	0.2944170678
1005	0.2941119207
1006	0.2937389988
1007	0.2934254778
1008	0.2930622695
1009	0.2927301571
1010	0.2924220283
1011	0.2920776386
1012	0.2916850269
1013	0.2912882136
1014	0.2909224964
1015	0.2906177689
1016	0.29025004
1017	0.2899519485
1018	0.2895970226
1019	0.2891885188
1020	0.2888211567
1021	0.2885134802
1022	0.2881631683
1023	0.2877780776
1024	0.2874498576
1025	0.2871457914
1026	0.2869156884
1027	0.2865224296
1028	0.2861698519
1029	0.2858791391
1030	0.2855720817
1031	0.2852532324
1032	0.2849338588
1033	0.2845798762
1034	0.284259824
1035	0.2839304412
1036	0.2836151841
1037	0.2833210693
1038	0.283026366
1039	0.2827002076
1040	0.2824349843
1041	0.2821362317
1042	0.2818591675
1043	0.2815554018
1044	0.2812329052
1045	0.2809244644
1046	0.2806443747
1047	0.2803918108
1048	0.2800100525
1049	0.2797186668
1050	0.2794460347
1051	0.2791435345
1052	0.2788186031
1053	0.2785988812
1054	0.2783016793
1055	0.2779975795
1056	0.2776680713
1057	0.2773480328
1058	0.2770132273
1059	0.2766790035
1060	0.2763193985
1061	0.2760395062
1062	0.2757614833
1063	0.2754253282
1064	0.2751005092
1065	0.2747539765
1066	0.2744774453
1067	0.2741622094
1068	0.2738977572
1069	0.2736233675
1070	0.2733603813
1071	0.273068946
1072	0.272721589
1073	0.272454183
1074	0.2721867105
1075	0.2718762705
1076	0.2715585719
1077	0.2713280914
1078	0.2710662062
1079	0.2707900193
1080	0.2705370706
1081	0.270272622
1082	0.2699971611
1083	0.2697287519
1084	0.2694268673
1085	0.2692412402
1086	0.2689887802
1087	0.2686907004
1088	0.2684358308
1089	0.268183
1090	0.2679187398
1091	0.2675689973
1092	0.2672858846
1093	0.267005463
1094	0.2667348264
1095	0.2664003907
1096	0.2661510691
1097	0.2659192933
1098	0.2655999847
1099	0.2653227219
1100	0.2649724289
1101	0.2646425293
1102	0.2643535416
1103	0.2640824225
1104	0.2638256873
1105	0.2636099004
1106	0.2633219455
1107	0.2629763464
1108	0.2626734114
1109	0.2624253507
1110	0.2621601451
1111	0.2618841049
1112	0.2616159963
1113	0.261355103
1114	0.2610860901
1115	0.2608164661
1116	0.2605774465
1117	0.2603415499
1118	0.2600556455
1119	0.2597922152
1120	0.2595444754
1121	0.2592569056
1122	0.2590696136
1123	0.2587575995
1124	0.2584672355
1125	0.2581731491
1126	0.2578803052
1127	0.2576072463
1128	0.2573914804
1129	0.2571244886
1130	0.2568344759
1131	0.2564753773
1132	0.2562170218
1133	0.2559196757
1134	0.2556270534
1135	0.2553698588
1136	0.25508761
1137	0.254837596
1138	0.254600121
1139	0.2543329594
1140	0.2540502252
1141	0.253788355
1142	0.2535211451
1143	0.2532599285
1144	0.2529789497
1145	0.2527236628
1146	0.2523671731
1147	0.2521290954
1148	0.2518706321
1149	0.2516275558
1150	0.2513468434
1151	0.2511134332
1152	0.2508625787
1153	0.2505883941
1154	0.250314252
1155	0.2500660126
1156	0.2498160275
1157	0.2495744762
1158	0.2493256574
1159	0.249071219
1160	0.2488461821
1161	0.2485892241
1162	0.2483586245
1163	0.2480943496
1164	0.2478617978
1165	0.2476210253
1166	0.2474620834
1167	0.2472071582
1168	0.2469759549
1169	0.246731703
1170	0.246445392
1171	0.2461343216
1172	0.2458279795
1173	0.2455291251
1174	0.2453015663
1175	0.2450135029
1176	0.2447550839
1177	0.2445170208
1178	0.2442730444
1179	0.2440404282
1180	0.2438081808
1181	0.2435955526
1182	0.2433516944
1183	0.2431052995
1184	0.2428650362
1185	0.2426502592
1186	0.2423862088
1187	0.2421466866
1188	0.2419138896
1189	0.2416741438
1190	0.2414090051
1191	0.2411568127
1192	0.2409053548
1193	0.240623086
1194	0.2403955283
1195	0.2401722562
1196	0.2399056552
1197	0.2396749656
1198	0.2394132073
1199	0.2391067729
1200	0.2388912786
1201	0.2386682405
1202	0.2382928321
1203	0.2380703415
1204	0.2378001829
1205	0.2375390762
1206	0.23731577
1207	0.2371165517
1208	0.2369038078
1209	0.236668884
1210	0.2364275877
1211	0.2361995441
1212	0.235934538
1213	0.2357124071
1214	0.2354790552
1215	0.2352500414
1216	0.2350448266
1217	0.2348595472
1218	0.2346167581
1219	0.2343950138
1220	0.2341645343
1221	0.2339306216
1222	0.2337378257
1223	0.2335273461
1224	0.2333367793
1225	0.2331170785
1226	0.2328568759
1227	0.2326707873
1228	0.2324646937
1229	0.232208466
1230	0.2319962539
1231	0.2317465833
1232	0.2315249205
1233	0.2313091984
1234	0.2311043707
1235	0.2308830232
1236	0.2306379323
1237	0.2304374743
1238	0.2302401749
1239	0.230004063
1240	0.2297885585
1241	0.229442134
1242	0.2292419124
1243	0.2290056916
1244	0.2287903922
1245	0.2285754438
1246	0.2283674361
1247	0.2281609809
1248	0.2279438112
1249	0.2277340281
1250	0.227516553
1251	0.227314693
1252	0.2270707122
1253	0.2268357328
1254	0.226625647
1255	0.2264109683
1256	0.2262019199
1257	0.2259956626
1258	0.2257866998
1259	0.2255630134
1260	0.2253594791
1261	0.2251373166
1262	0.2249281325
1263	0.2247915757
1264	0.2245602804
1265	0.2243711215
1266	0.2241617765
1267	0.2239338072
1268	0.2237156247
1269	0.2234739809
1270	0.2232216798
1271	0.2230062515
1272	0.2228147952
1273	0.2226099357
1274	0.2224067343
1275	0.222199214
1276	0.2219881467
1277	0.2217832415
1278	0.2215739354
1279	0.2213493055
1280	0.221111697
1281	0.2209027875
1282	0.2207041776
1283	0.220508738
1284	0.2203078672
1285	0.2200986838
1286	0.2199000138
1287	0.2197267741
1288	0.2195055547
1289	0.2193349202
1290	0.2191253552
1291	0.2189335741
1292	0.218737497
1293	0.2185450843
1294	0.2183552858
1295	0.2181205337
1296	0.2179258077
1297	0.2177132849
1298	0.2174633121
1299	0.2172553591
1300	0.2170786274
1301	0.2168696204
1302	0.2166850496
1303	0.2164592321
1304	0.2162725199
1305	0.2160520087
1306	0.2158711274
1307	0.2156898075
1308	0.2154347747
1309	0.215253449
1310	0.215032053
1311	0.2148332218
1312	0.2146479394
1313	0.2144259408
1314	0.2142293949
1315	0.2140301071
1316	0.2138240303
1317	0.2136251957
1318	0.2134267761
1319	0.2132063454
1320	0.2130066177
1321	0.2128277702
1322	0.2126083981
1323	0.2124344097
1324	0.2122613082
1325	0.2120409091
1326	0.2118440289
1327	0.2116762215
1328	0.2115033399
1329	0.2113176404
1330	0.2111760441
1331	0.2110010608
1332	0.2108200513
1333	0.2106142464
1334	0.2104290011
1335	0.2102581553
1336	0.2100460187
1337	0.209846169
1338	0.2096717242
1339	0.2094946558
1340	0.2092876271
1341	0.2090951931
1342	0.208919146
1343	0.2087431266
1344	0.2085529516
1345	0.2083768038
1346	0.2082008955
1347	0.2080047791
1348	0.2078049743
1349	0.2076203131
1350	0.2074561837
1351	0.2072691518
1352	0.2070615427
1353	0.2068814525
1354	0.2066520682
1355	0.2064629336
1356	0.2062976039
1357	0.206135427
1358	0.2059759861
1359	0.2058002608
1360	0.2056022941
1361	0.2054098575
1362	0.2052450176
1363	0.2050617575
1364	0.2048803827
1365	0.2047072089
1366	0.2045382385
1367	0.2043626711
1368	0.2041676978
1369	0.203983212
1370	0.203802197
1371	0.2036140147
1372	0.2034235716
1373	0.2032428105
1374	0.2030599261
1375	0.2029211192
1376	0.202747265
1377	0.2025796346
1378	0.202402718
1379	0.2022353823
1380	0.20204894
1381	0.2018788474
1382	0.2016798672
1383	0.2014973639
1384	0.2013013344
1385	0.2011277409
1386	0.200915476
1387	0.2007353824
1388	0.2005879842
1389	0.2003553923
1390	0.2001992708
1391	0.199977418
1392	0.1998038638
1393	0.1996139589
1394	0.1994465717
1395	0.1992616119
1396	0.1990825652
1397	0.198879892
1398	0.1987352563
1399	0.1985905954
1400	0.1984439721
1401	0.1982661051
1402	0.198091566
1403	0.1979595046
1404	0.1977932453
1405	0.1975871328
1406	0.1974108503
1407	0.1972380163
1408	0.1970556354
1409	0.196917768
1410	0.1967528472
1411	0.1965708696
1412	0.1963950452
1413	0.1962353758
1414	0.1960762232
1415	0.1959334273
1416	0.1957592503
1417	0.1955573128
1418	0.1953817727
1419	0.1952420998
1420	0.1950886681
1421	0.1949294152
1422	0.194744859
1423	0.1946063512
1424	0.1943883875
1425	0.1942293329
1426	0.1940632716
1427	0.1938714131
1428	0.1937095518
1429	0.193541775
1430	0.1933838155
1431	0.1932144129
1432	0.1930262805
1433	0.1928557388
1434	0.1926859522
1435	0.1925199656
1436	0.1923542211
1437	0.1922019993
1438	0.1920255072
1439	0.1918518657
1440	0.1916779536
1441	0.1915215883
1442	0.1913608076
1443	0.1911532373
1444	0.1909978961
1445	0.1908343344
1446	0.1907280103
1447	0.1905534754
1448	0.1904011051
1449	0.1902231834
1450	0.1900437716
1451	0.1898909178
1452	0.1897383628
1453	0.1895621883
1454	0.1894015306
1455	0.1892484362
1456	0.1891074505
1457	0.1889199074
1458	0.1887775991
1459	0.1886291124
1460	0.1884692454
1461	0.1883162417
1462	0.1881645164
1463	0.1880217523
1464	0.1878855753
1465	0.187744546
1466	0.1875887323
1467	0.1874149154
1468	0.1872633994
1469	0.1871174067
1470	0.1869947603
1471	0.1868415752
1472	0.1866921716
1473	0.1865282537
1474	0.186385884
1475	0.1862435889
1476	0.1861122467
1477	0.1859182834
1478	0.1857700936
1479	0.1856125181
1480	0.1854596456
1481	0.1853070627
1482	0.1851705748
1483	0.1850218245
1484	0.1848875377
1485	0.1847508939
1486	0.1846157953
1487	0.1844811554
1488	0.1843398092
1489	0.184170764
1490	0.1840245059
1491	0.1838873403
1492	0.183734634
1493	0.1836063704
1494	0.1834729282
1495	0.1833281921
1496	0.1831997948
1497	0.18307774
1498	0.1829242111
1499	0.1827915524
1500	0.1826622972
1501	0.1825195755
1502	0.1824172222
1503	0.1822923113
1504	0.1821434082
1505	0.1819991282
1506	0.1818439949
1507	0.1817028622
1508	0.1815677256
1509	0.1814253876
1510	0.1812635569
1511	0.181124807
1512	0.180977209
1513	0.1808432652
1514	0.1806846214
1515	0.1805519309
1516	0.1804213128
1517	0.1802942619
1518	0.1801343033
1519	0.1800196929
1520	0.1798747592
1521	0.1797340622
1522	0.1795937846
1523	0.17944105
1524	0.1793093383
1525	0.1791779849
1526	0.1790569505
1527	0.1789199354
1528	0.1787765671
1529	0.1786270972
1530	0.1784954265
1531	0.1783594553
1532	0.1782111465
1533	0.1780699675
1534	0.1779427475
1535	0.1777938075
